id_folha,pai_id,nivel,codigo_folha,descricao_folha,caminho_codigo,profundidade,empresa_id,departamento_id,categoria_id,sub_categoria_id,segmento_id,sub_segmento_id,codigo_departamento_id,codigo_categoria_id,codigo_sub_categoria_id,codigo_segmento_id,codigo_sub_segmento_id,descricao_departamento_id,descricao_categoria_id,descricao_sub_categoria_id,descricao_segmento_id,descricao_sub_segmento_id
54895,54881,2,1,AVES QUEBRA 10%,10 > 1,2,633,54881,54895,,,,10,1,,,,ACOUGUE QUEBRA,AVES QUEBRA 10%,,,
52229,52197,4,1,1L,10 > 1 > 1 > 1,4,633,52186,52187,52197,52229,,10,1,1,1,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,1L,
52250,52197,4,2,"1,5L",10 > 1 > 1 > 2,4,633,52186,52187,52197,52250,,10,1,1,2,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,"1,5L",
52263,52197,4,3,20L,10 > 1 > 1 > 3,4,633,52186,52187,52197,52263,,10,1,1,3,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,20L,
52272,52197,4,4,200ML,10 > 1 > 1 > 4,4,633,52186,52187,52197,52272,,10,1,1,4,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,200ML,
52280,52197,4,5,250ML,10 > 1 > 1 > 5,4,633,52186,52187,52197,52280,,10,1,1,5,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,250ML,
52287,52197,4,6,300ML,10 > 1 > 1 > 6,4,633,52186,52187,52197,52287,,10,1,1,6,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,300ML,
52293,52197,4,7,350ML,10 > 1 > 1 > 7,4,633,52186,52187,52197,52293,,10,1,1,7,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,350ML,
52296,52197,4,8,5L,10 > 1 > 1 > 8,4,633,52186,52187,52197,52296,,10,1,1,8,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,5L,
52299,52197,4,9,500ML,10 > 1 > 1 > 9,4,633,52186,52187,52197,52299,,10,1,1,9,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL SEM GAS,500ML,
52230,52205,4,1,"1,5L",10 > 1 > 2 > 1,4,633,52186,52187,52205,52230,,10,1,2,1,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL COM GAS,"1,5L",
52251,52205,4,2,6.36,10 > 1 > 2 > 2,4,633,52186,52187,52205,52251,,10,1,2,2,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL COM GAS,6.36,
52264,52205,4,3,500ML,10 > 1 > 2 > 3,4,633,52186,52187,52205,52264,,10,1,2,3,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,AGUA MINERAL COM GAS,500ML,
52231,52210,4,1,20L,10 > 1 > 3 > 1,4,633,52186,52187,52210,52231,,10,1,3,1,,BEBIDA NAO ALCOOLICA,AGUA MINERAL,CASCO GARRAFAO AGUA,20L,
55663,55074,3,778,COMUM,10 > 1 > 778,3,633,54944,55074,55663,,,10,1,778,,,ENLATADOS DOCES,COMPOTAS DOCES,COMUM,,
55670,55074,3,840,FIGO,10 > 1 > 840,3,633,54944,55074,55670,,,10,1,840,,,ENLATADOS DOCES,COMPOTAS DOCES,FIGO,,
54903,54881,2,2,CARNES QUEBRA 15%,10 > 2,2,633,54881,54903,,,,10,2,,,,ACOUGUE QUEBRA,CARNES QUEBRA 15%,,,
52325,52232,5,1,1L,10 > 2 > 1 > 1 > 1,5,633,52186,52188,52198,52232,52325,10,2,1,1,1,BEBIDA NAO ALCOOLICA,AGUA DE COCO,TP,1L,1L
52326,52252,5,1,330ML,10 > 2 > 1 > 2 > 1,5,633,52186,52188,52198,52252,52326,10,2,1,2,1,BEBIDA NAO ALCOOLICA,AGUA DE COCO,TP,330ML,330ML
52327,52265,5,1,200ML,10 > 2 > 1 > 3 > 1,5,633,52186,52188,52198,52265,52327,10,2,1,3,1,BEBIDA NAO ALCOOLICA,AGUA DE COCO,TP,200ML,200ML
52328,52233,5,1,200ML,10 > 2 > 2 > 1 > 1,5,633,52186,52188,52206,52233,52328,10,2,2,1,1,BEBIDA NAO ALCOOLICA,AGUA DE COCO,200ML,200ML,200ML
52253,52206,4,2,330 ML,10 > 2 > 2 > 2,4,633,52186,52188,52206,52253,,10,2,2,2,,BEBIDA NAO ALCOOLICA,AGUA DE COCO,200ML,330 ML,
52211,52188,3,3,330ML,10 > 2 > 3,3,633,52186,52188,52211,,,10,2,3,,,BEBIDA NAO ALCOOLICA,AGUA DE COCO,330ML,,
55664,55116,3,778,COMUM,10 > 2 > 778,3,633,54944,55116,55664,,,10,2,778,,,ENLATADOS DOCES,DOCES DIVERSOS,COMUM,,
52345,52303,5,1,1L,10 > 3 > 10 > 10 > 1,5,633,52186,52189,52219,52303,52345,10,3,10,10,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LIMAO SICILIANO,1L
52336,52243,5,1,8.5L,10 > 3 > 10 > 1 > 1,5,633,52186,52189,52219,52243,52336,10,3,10,1,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,ABACAXI,8.5L
52346,52305,5,1,MISTA,10 > 3 > 10 > 11 > 1,5,633,52186,52189,52219,52305,52346,10,3,10,11,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,MADEIRA,MISTA
52347,52307,5,1,300ML,10 > 3 > 10 > 12 > 1,5,633,52186,52189,52219,52307,52347,10,3,10,12,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,NATURAL,300ML
52359,52307,5,2,335ML,10 > 3 > 10 > 12 > 2,5,633,52186,52189,52219,52307,52359,10,3,10,12,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,NATURAL,335ML
52348,52309,5,1,1L,10 > 3 > 10 > 13 > 1,5,633,52186,52189,52219,52309,52348,10,3,10,13,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,PESSEGO,1L
52360,52309,5,2,300ML,10 > 3 > 10 > 13 > 2,5,633,52186,52189,52219,52309,52360,10,3,10,13,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,PESSEGO,300ML
52368,52309,5,3,340ML,10 > 3 > 10 > 13 > 3,5,633,52186,52189,52219,52309,52368,10,3,10,13,3,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,PESSEGO,340ML
52373,52309,5,4,8.5L,10 > 3 > 10 > 13 > 4,5,633,52186,52189,52219,52309,52373,10,3,10,13,4,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,PESSEGO,8.5L
52349,52311,5,1,1L,10 > 3 > 10 > 14 > 1,5,633,52186,52189,52219,52311,52349,10,3,10,14,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,VERDE,1L
52361,52311,5,2,900ML,10 > 3 > 10 > 14 > 2,5,633,52186,52189,52219,52311,52361,10,3,10,14,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,VERDE,900ML
52337,52259,5,1,1L,10 > 3 > 10 > 2 > 1,5,633,52186,52189,52219,52259,52337,10,3,10,2,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,AMORA,1L
52338,52269,5,1,1L,10 > 3 > 10 > 3 > 1,5,633,52186,52189,52219,52269,52338,10,3,10,3,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,BRANCO,1L
52339,52276,5,1,1L,10 > 3 > 10 > 4 > 1,5,633,52186,52189,52219,52276,52339,10,3,10,4,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,CRANBERRY,1L
52340,52284,5,1,13G,10 > 3 > 10 > 5 > 1,5,633,52186,52189,52219,52284,52340,10,3,10,5,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,ERVADOCE,13G
52341,52290,5,1,1L,10 > 3 > 10 > 6 > 1,5,633,52186,52189,52219,52290,52341,10,3,10,6,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,FRUTAS VERMELHAS,1L
52342,52295,5,1,1L,10 > 3 > 10 > 7 > 1,5,633,52186,52189,52219,52295,52342,10,3,10,7,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,GENGERLIN,1L
52343,52298,5,1,1L,10 > 3 > 10 > 8 > 1,5,633,52186,52189,52219,52298,52343,10,3,10,8,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LICHIA,1L
52344,52301,5,1,1L,10 > 3 > 10 > 9 > 1,5,633,52186,52189,52219,52301,52344,10,3,10,9,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LIMAO,1L
52358,52301,5,2,300ML,10 > 3 > 10 > 9 > 2,5,633,52186,52189,52219,52301,52358,10,3,10,9,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LIMAO,300ML
52367,52301,5,3,340ML,10 > 3 > 10 > 9 > 3,5,633,52186,52189,52219,52301,52367,10,3,10,9,3,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LIMAO,340ML
52372,52301,5,4,8.5L,10 > 3 > 10 > 9 > 4,5,633,52186,52189,52219,52301,52372,10,3,10,9,4,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO,LIMAO,8.5L
52302,52199,4,10,335M,10 > 3 > 1 > 10,4,633,52186,52189,52199,52302,,10,3,1,10,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,335M,
52304,52199,4,11,335ML,10 > 3 > 1 > 11,4,633,52186,52189,52199,52304,,10,3,1,11,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,335ML,
52329,52234,5,1,MANGA,10 > 3 > 1 > 1 > 1,5,633,52186,52189,52199,52234,52329,10,3,1,1,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,"1,5L",MANGA
52350,52244,5,1,300ML,10 > 3 > 11 > 1 > 1,5,633,52186,52189,52220,52244,52350,10,3,11,1,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA LIQUIDO ZERO,LIMAO,300ML
52306,52199,4,12,350ML,10 > 3 > 1 > 12,4,633,52186,52189,52199,52306,,10,3,1,12,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,350ML,
52355,52234,5,2,PESSEGO,10 > 3 > 1 > 1 > 2,5,633,52186,52189,52199,52234,52355,10,3,1,1,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,"1,5L",PESSEGO
52308,52199,4,13,450ML,10 > 3 > 1 > 13,4,633,52186,52189,52199,52308,,10,3,1,13,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,450ML,
52365,52234,5,3,UVA,10 > 3 > 1 > 1 > 3,5,633,52186,52189,52199,52234,52365,10,3,1,1,3,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,"1,5L",UVA
52310,52199,4,14,500ML,10 > 3 > 1 > 14,4,633,52186,52189,52199,52310,,10,3,1,14,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,500ML,
52312,52199,4,15,5L,10 > 3 > 1 > 15,4,633,52186,52189,52199,52312,,10,3,1,15,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,5L,
52332,52313,5,1,ACAI,10 > 3 > 1 > 16 > 1,5,633,52186,52189,52199,52313,52332,10,3,1,16,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,750ML,ACAI
52333,52314,5,1,LARANJA,10 > 3 > 1 > 17 > 1,5,633,52186,52189,52199,52314,52333,10,3,1,17,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,900ML,LARANJA
52357,52314,5,2,UVA,10 > 3 > 1 > 17 > 2,5,633,52186,52189,52199,52314,52357,10,3,1,17,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,900ML,UVA
52330,52254,5,1,ABACAXI,10 > 3 > 1 > 2 > 1,5,633,52186,52189,52199,52254,52330,10,3,1,2,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,ABACAXI
52382,52254,5,10,SICILIANA,10 > 3 > 1 > 2 > 10,5,633,52186,52189,52199,52254,52382,10,3,1,2,10,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,SICILIANA
52383,52254,5,11,UVA,10 > 3 > 1 > 2 > 11,5,633,52186,52189,52199,52254,52383,10,3,1,2,11,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,UVA
52384,52254,5,12,VALENCIA,10 > 3 > 1 > 2 > 12,5,633,52186,52189,52199,52254,52384,10,3,1,2,12,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,VALENCIA
52385,52254,5,13,ZERO,10 > 3 > 1 > 2 > 13,5,633,52186,52189,52199,52254,52385,10,3,1,2,13,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,ZERO
52356,52254,5,2,CAJU,10 > 3 > 1 > 2 > 2,5,633,52186,52189,52199,52254,52356,10,3,1,2,2,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,CAJU
52366,52254,5,3,CASEIRA,10 > 3 > 1 > 2 > 3,5,633,52186,52189,52199,52254,52366,10,3,1,2,3,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,CASEIRA
52371,52254,5,4,CRANBERRY,10 > 3 > 1 > 2 > 4,5,633,52186,52189,52199,52254,52371,10,3,1,2,4,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,CRANBERRY
52375,52254,5,5,GOIABA,10 > 3 > 1 > 2 > 5,5,633,52186,52189,52199,52254,52375,10,3,1,2,5,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,GOIABA
52377,52254,5,6,LARANJA,10 > 3 > 1 > 2 > 6,5,633,52186,52189,52199,52254,52377,10,3,1,2,6,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,LARANJA
52379,52254,5,7,MANGA,10 > 3 > 1 > 2 > 7,5,633,52186,52189,52199,52254,52379,10,3,1,2,7,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,MANGA
52380,52254,5,8,MARACUJA,10 > 3 > 1 > 2 > 8,5,633,52186,52189,52199,52254,52380,10,3,1,2,8,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,MARACUJA
52381,52254,5,9,PESSEGO,10 > 3 > 1 > 2 > 9,5,633,52186,52189,52199,52254,52381,10,3,1,2,9,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,1L,PESSEGO
52266,52199,4,3,200ML,10 > 3 > 1 > 3,4,633,52186,52189,52199,52266,,10,3,1,3,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,200ML,
52273,52199,4,4,240ML,10 > 3 > 1 > 4,4,633,52186,52189,52199,52273,,10,3,1,4,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,240ML,
52281,52199,4,5,250M,10 > 3 > 1 > 5,4,633,52186,52189,52199,52281,,10,3,1,5,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,250M,
52331,52288,5,1,ACAI,10 > 3 > 1 > 6 > 1,5,633,52186,52189,52199,52288,52331,10,3,1,6,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,250ML,ACAI
52294,52199,4,7,275ML,10 > 3 > 1 > 7,4,633,52186,52189,52199,52294,,10,3,1,7,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,275ML,
52297,52199,4,8,290ML,10 > 3 > 1 > 8,4,633,52186,52189,52199,52297,,10,3,1,8,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,290ML,
52300,52199,4,9,300ML,10 > 3 > 1 > 9,4,633,52186,52189,52199,52300,,10,3,1,9,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO,300ML,
52235,52207,4,1,1L,10 > 3 > 2 > 1,4,633,52186,52189,52207,52235,,10,3,2,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO SOJA,1L,
52255,52207,4,2,200ML,10 > 3 > 2 > 2,4,633,52186,52189,52207,52255,,10,3,2,2,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO SOJA,200ML,
52236,52212,4,1,1L,10 > 3 > 3 > 1,4,633,52186,52189,52212,52236,,10,3,3,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO  LIGTH,1L,
52237,52213,4,1,1L,10 > 3 > 4 > 1,4,633,52186,52189,52213,52237,,10,3,4,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO CONCENTRADO,1L,
52256,52213,4,2,200ML,10 > 3 > 4 > 2,4,633,52186,52189,52213,52256,,10,3,4,2,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO CONCENTRADO,200ML,
52267,52213,4,3,500ML,10 > 3 > 4 > 3,4,633,52186,52189,52213,52267,,10,3,4,3,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO CONCENTRADO,500ML,
52274,52213,4,4,"8,5L",10 > 3 > 4 > 4,4,633,52186,52189,52213,52274,,10,3,4,4,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO CONCENTRADO,"8,5L",
52334,52282,5,1,1L,10 > 3 > 4 > 5 > 1,5,633,52186,52189,52213,52282,52334,10,3,4,5,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO CONCENTRADO,CAJU,1L
52238,52214,4,1,1L,10 > 3 > 5 > 1,4,633,52186,52189,52214,52238,,10,3,5,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,1L,
52257,52214,4,2,200ML,10 > 3 > 5 > 2,4,633,52186,52189,52214,52257,,10,3,5,2,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,200ML,
52268,52214,4,3,20G,10 > 3 > 5 > 3,4,633,52186,52189,52214,52268,,10,3,5,3,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,20G,
52275,52214,4,4,500ML,10 > 3 > 5 > 4,4,633,52186,52189,52214,52275,,10,3,5,4,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,500ML,
52283,52214,4,5,5L,10 > 3 > 5 > 5,4,633,52186,52189,52214,52283,,10,3,5,5,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,5L,
52289,52214,4,6,"8,5L",10 > 3 > 5 > 6,4,633,52186,52189,52214,52289,,10,3,5,6,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO INTEGRAL,"8,5L",
52239,52215,4,1,1L,10 > 3 > 6 > 1,4,633,52186,52189,52215,52239,,10,3,6,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,XAROPE,1L,
52240,52216,4,1,200ML,10 > 3 > 7 > 1,4,633,52186,52189,52216,52240,,10,3,7,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO PRONTO SOJA,200ML,
55665,55154,3,778,COMUM,10 > 3 > 778,3,633,54944,55154,55665,,,10,3,778,,,ENLATADOS DOCES,GELEIAS,COMUM,,
52241,52217,4,1,20G,10 > 3 > 8 > 1,4,633,52186,52189,52217,52241,,10,3,8,1,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO DETOX,20G,
52258,52217,4,2,900ML,10 > 3 > 8 > 2,4,633,52186,52189,52217,52258,,10,3,8,2,,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,SUCO DETOX,900ML,
52335,52242,5,1,GUARANA,10 > 3 > 9 > 1 > 1,5,633,52186,52189,52218,52242,52335,10,3,9,1,1,BEBIDA NAO ALCOOLICA,SUCO/CHA/XAROPE,CHA ATE 355ML,300ML,GUARANA
55184,54944,2,4,MEL,10 > 4,2,633,54944,55184,,,,10,4,,,,ENLATADOS DOCES,MEL,,,
52245,52200,4,1,10G,10 > 4 > 1 > 1,4,633,52186,52190,52200,52245,,10,4,1,1,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,10G,
52260,52200,4,2,15G,10 > 4 > 1 > 2,4,633,52186,52190,52200,52260,,10,4,1,2,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,15G,
52270,52200,4,3,20G,10 > 4 > 1 > 3,4,633,52186,52190,52200,52270,,10,4,1,3,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,20G,
52277,52200,4,4,7G,10 > 4 > 1 > 4,4,633,52186,52190,52200,52277,,10,4,1,4,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,7G,
52285,52200,4,5,8G,10 > 4 > 1 > 5,4,633,52186,52190,52200,52285,,10,4,1,5,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,8G,
52291,52200,4,6,9G,10 > 4 > 1 > 6,4,633,52186,52190,52200,52291,,10,4,1,6,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ATE 20G,9G,
52427,52208,4,1,110G,10 > 4 > 2 > 1,4,633,52186,52190,52208,52427,,10,4,2,1,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 100G ATE,110G,
52452,52208,4,2,240G,10 > 4 > 2 > 2,4,633,52186,52190,52208,52452,,10,4,2,2,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 100G ATE,240G,
52428,52402,4,1,11G,10 > 4 > 3 > 1,4,633,52186,52190,52402,52428,,10,4,3,1,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO DIET ATE 20G,11G,
52429,52407,4,1,1KG,10 > 4 > 4 > 1,4,633,52186,52190,52407,52429,,10,4,4,1,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,1KG,
52497,52407,4,10,MARACUJA,10 > 4 > 4 > 10,4,633,52186,52190,52407,52497,,10,4,4,10,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,MARACUJA,
52500,52407,4,11,PESSEGO,10 > 4 > 4 > 11,4,633,52186,52190,52407,52500,,10,4,4,11,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,PESSEGO,
52503,52407,4,12,SILVESTR,10 > 4 > 4 > 12,4,633,52186,52190,52407,52503,,10,4,4,12,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,SILVESTR,
52505,52407,4,13,TANGERINA,10 > 4 > 4 > 13,4,633,52186,52190,52407,52505,,10,4,4,13,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,TANGERINA,
52507,52407,4,14,UVA,10 > 4 > 4 > 14,4,633,52186,52190,52407,52507,,10,4,4,14,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,UVA,
52512,52453,5,1,1KG,10 > 4 > 4 > 2 > 1,5,633,52186,52190,52407,52453,52512,10,4,4,2,1,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,ABACAXI,1KG
52463,52407,4,3,ACEROLA,10 > 4 > 4 > 3,4,633,52186,52190,52407,52463,,10,4,4,3,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,ACEROLA,
52513,52471,5,1,1KG,10 > 4 > 4 > 4 > 1,5,633,52186,52190,52407,52471,52513,10,4,4,4,1,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,CAJU,1KG
52478,52407,4,5,GOIABA,10 > 4 > 4 > 5,4,633,52186,52190,52407,52478,,10,4,4,5,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,GOIABA,
52484,52407,4,6,LARANJA,10 > 4 > 4 > 6,4,633,52186,52190,52407,52484,,10,4,4,6,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,LARANJA,
52488,52407,4,7,LIMAO,10 > 4 > 4 > 7,4,633,52186,52190,52407,52488,,10,4,4,7,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,LIMAO,
52491,52407,4,8,MAMAO,10 > 4 > 4 > 8,4,633,52186,52190,52407,52491,,10,4,4,8,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,MAMAO,
52494,52407,4,9,MANGA,10 > 4 > 4 > 9,4,633,52186,52190,52407,52494,,10,4,4,9,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA DE 500G ATE,MANGA,
52430,52410,4,1,25G,10 > 4 > 5 > 1,4,633,52186,52190,52410,52430,,10,4,5,1,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,25G,
52498,52410,4,10,MARACUJA,10 > 4 > 5 > 10,4,633,52186,52190,52410,52498,,10,4,5,10,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,MARACUJA,
52501,52410,4,11,MORANGO,10 > 4 > 5 > 11,4,633,52186,52190,52410,52501,,10,4,5,11,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,MORANGO,
52454,52410,4,2,30G,10 > 4 > 5 > 2,4,633,52186,52190,52410,52454,,10,4,5,2,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,30G,
52514,52464,5,1,25G,10 > 4 > 5 > 3 > 1,5,633,52186,52190,52410,52464,52514,10,4,5,3,1,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,CAJU,25G
52472,52410,4,4,GOIABA,10 > 4 > 5 > 4,4,633,52186,52190,52410,52472,,10,4,5,4,,BEBIDA NAO ALCOOLICA,REFRESCO PO,REFRESCO PO ACIMA 20G ATE 50G,GOIABA,
