id,empresa_id,codigo_produto,descricao,departamento_id,categoria_id,sub_categoria_id,segmento_id,sub_segmento_id
1726402,633,164337,BATATA ELMA CHIPS STAX ORIG 163G,52386,52989,53012,53114,53178
1726406,633,164535,MARCADOR PROJETOR PILOT VERM,47386,47586,47998,48094,
1726407,633,164542,ALCOOL GEL GELALCOOL START 500G,45786,45987,46222,46236,46362
1726423,633,165167,BEBIDA LAC LUCE GARRAFA 450G MOR,50586,50988,51005,,
1726424,633,165280,CAD CD 1M S DOM S FRIENDS 96F,47386,47586,48002,48066,48174
1726425,633,165303,SUPORTE BOTIJAO NIQUELPLAST,47386,47986,48821,48879,
1726426,633,165402,GUARDANAPO BOB 20X23CM,47386,48786,48997,49038,
1726427,633,165495,XICARA CHA DURALEX ASTRALL,47386,47986,48798,,
1726404,633,164450,CAD CD 10M S DOM CSI 200F,47386,47586,48002,48066,48136
1731898,633,336567,CESTA NATAL KALU,,,,,
1723054,633,53303,ISQUEIRO BIC P,47386,47986,48813,48850,
1723055,633,53310,ISQUEIRO BIC G,47386,47986,48813,48877,
1723081,633,54171,PADARIA CREME HOLANDES KG,54788,54793,54799,54814,54853
1723248,633,59169,CAIXA ISOPOR ICEBOX 130L,47386,48987,48989,49076,
1723375,633,63067,PIRULITO RIBEIRO 10UN,52386,52786,52788,52834,
1723426,633,64699,COLA SUPER BONDER 3G,47386,47586,48008,48070,48170
1723677,633,71444,PADARIA BATATA PALHA KG,54788,54793,54799,54814,54853
1723803,633,75220,PADARIA CANUDO BIJU KG,54788,54793,54799,54814,54853
1724003,633,81665,SORVETE NESTLE GALAK 2L,46386,46586,46788,46871,
1724004,633,81672,SORVETE NESTLE CREME 2L,46386,46586,46788,46871,
1724030,633,82501,DUCHA SINTEX 127V,47386,47387,47401,47453,
1724031,633,82525,AVENTAL LILI G,47386,49388,49433,,
1724183,633,87315,VELA L BELEM ESP 5,47386,47388,47390,47495,
1724184,633,87339,VELA L BELEM ESP 9,47386,47388,47390,47510,
1724210,633,88121,PAO SOVADO BALDINI 500G,49786,49987,50212,50252,
1725521,633,130745,BB BEL SORTIDO 180G,52386,52786,52798,52841,52898
1725596,633,133920,DROPS HALLS MENTA 37G,52386,52786,52792,52872,
1725769,633,139830,BRINQUEDO RECO RECO PEREIRA,47386,49590,49594,49680,
1725895,633,144483,XAROPE GROSELHA CELLI 1L,52186,52189,52215,52239,
1726046,633,151160,PADARIA TEMPERO KG,54788,54793,54799,54814,54853
1726597,633,172035,LAPIS COR LABRA G 36UN,47386,47586,47798,47840,
1726724,633,177634,CERVEJA HEINEKEN BARRIL 5L,,,,,
1727000,633,189361,DESPESAS MANUTENCAO BALANCA,54787,54792,54798,54813,54852
1727247,633,200462,VODKA BALALAIKA 965ML,50386,50588,50599,50713,
1727248,633,200530,PALITEIRO MESA KEITA,47386,47986,48408,48464,
1727299,633,202084,CACAROLA CAROLA AMTL 20,47386,47986,48188,48228,48354
1727300,633,202091,CACAROLA CAROLA AMTL 22,47386,47986,48188,48228,48360
1727301,633,202169,PORTA OLEO PLASUTIL,47386,47986,48816,48853,
1727897,633,226394,ARROZ T1 CODISUL 5KG,50986,51188,51402,51508,
1727948,633,228305,SUCO SOJA ADES MANGA 1L,52186,52189,52207,52235,
1727974,633,229678,BALDE 20L ARQPLAST,45786,45787,45803,,
1727975,633,229692,RAQUETE TENIS PICA PAU,45786,45987,46200,,
1730802,633,319454,EQUIPAMENTO ELEMENTO FILTRANTE,54786,54791,54797,54812,54851
1731402,633,327244,VASSOURA CONDOR MADRI,45786,45787,45791,45899,
1731403,633,327251,PA LIXO CONDOR 1507,45786,45787,45794,45817,
1732202,633,341134,AMASSADOR LATA ETILUX,47386,47986,48409,48451,
1732281,633,342087,LANCHE KALU X SALADA UN,53987,54006,,,
1732282,633,342094,LANCHE KALU X TUDO UN,53987,54006,,,
1732385,633,343268,EQUIPAMENTO BASE RELE RXM4,54786,54791,54797,54812,54851
1732402,633,343435,EQUIPAMENTO CONTROLADOR TI 33RI,54786,54791,54797,54812,54851
1732403,633,343442,EQUIPAMENTO CONTROLADOR PHASELOG,54786,54791,54797,54812,54851
1732428,633,343695,EQUIPAMENTO TOMADA TELEFONE,54786,54791,54797,54812,54851
1732481,633,344272,PADARIA FORMINHA CUPCAKE,54788,54793,54799,54814,54853
1732509,633,344593,EQUIPAMENTO MOTO VENTILADOR,54786,54791,54797,54812,54851
1732563,633,345255,PADARIA CONCHA INOX,54788,54793,54799,54814,54853
1732613,633,345873,EQUIPAMENTO PLACA SINALIZACAO,,,,,
1732944,633,348362,EQUIPAMENTO LIQUIDIFICADOR,54786,54791,54797,54812,54851
1732945,633,348386,MANUTENCAO TABUA PINUS,54786,54791,54797,54812,54851
1732973,633,348669,MANUTENCAO CONST LUVA,54786,54791,54797,54812,54851
1732974,633,348676,MANUTENCAO CONST TUBO,54786,54791,54797,54812,54851
1732975,633,348683,SUPRIMENTO ASSADEIRA,54787,54792,54798,54813,54852
1733027,633,349352,PAD ROSQUINHA DE LIMAO KG,53986,53989,,,
1733028,633,349369,PAD BOLO SABORES MINI KALU KG,,,,,
1733055,633,349703,MANUTENCAO VEIC QUIMICOS,54786,54791,54797,54812,54851
1733056,633,349710,MANUTENCAO CONST CONDULETE,54786,54791,54797,54812,54851
1733237,633,351645,EQUIPAMENTO ESTUFA SALGADOS,54786,54791,54797,54812,54851
1733265,633,351935,EQUIPAMENTO MANGUEIRA MANOMETRO,54786,54791,54797,54812,54851
1733266,633,351942,CHOC NESTLE GALAK 100G,52386,52786,52800,52881,52943
1733394,633,374811,ADAPTADOR T 4S MECATO,49786,49787,49840,,
1733395,633,374828,TRENA ETILUX 5M,47386,47387,47408,,
1733668,633,377652,EQUIPAMENTO GARFO GIRATORIO,54786,54791,54797,54812,54851
1735130,633,392846,EQUIPAMENTO SUPORTE MESA,54786,54791,54797,54812,54851
1737600,633,418317,BIFE SUINO PLENA 440G,54186,54195,54391,54621,54659
1728098,633,234054,PORTA FRIOS JAGUAR,47386,47986,48812,48849,
1728099,633,234085,SOBREMESA DANETTE MIX 206G,50586,50988,50996,51139,
1728542,633,247863,PADARIA PHYSALIS 100G,54788,54793,54799,54814,54853
1728543,633,247887,BANHA SEARA 1KG,54186,54586,54589,54610,54710
1729434,633,295185,PISCA PISCA MASTER COLORIDO 100L,47386,49186,49190,49226,
1729460,633,296229,ACUCAR CRISTAL NEVADA 5KG,50986,51187,51202,51290,
1729461,633,296267,CERVEJA HEINEKEN 350ML,50386,50592,50606,50669,50736
1729591,633,299251,ESCORREDOR ARROZ ACO 28X12,47386,47986,48410,48514,
1721113,633,4015,PAD CROISSANT KALU KG,53986,53989,,,
1721202,633,5302,MOELA FRANGO RESF KG,46186,46388,46411,46492,
1721365,633,8129,HF REPOLHO ROXO KG,53988,54194,54221,,
1721393,633,8693,HF ABOBORA JACARE KG,53988,54192,54231,,
1721394,633,8723,BOV FILE MIGNON EMB KG,,,,,
1721526,633,12171,SABAO PO BRILHANTE 3KG,45786,45986,45990,46120,
1721602,633,15028,ESPELHO MUGMAR 20,47386,47388,47616,,
1721603,633,15035,ESPELHO MUGMAR 18,47386,47388,47616,,
1721704,633,21715,PADARIA MARGARINA KG,54788,54793,54799,54814,54853
1721911,633,27359,DUREX EUROCEL 12X30M,47386,47586,47799,47830,
1721912,633,27434,BB LACTA SONHO VALSA UN,52386,52786,52798,,
1721989,633,30182,BOMBA BOLA WESTERN,47386,49386,49407,49449,
1722041,633,31219,TEMPERO MAGGI FONDOR 120G,50986,51587,51605,51646,
1722042,633,31226,TEMPERO MAGGI GRILL 120G,50986,51587,51605,51646,
1722043,633,31233,AMACIANTE CARNE MAGGI 120G,50986,51587,51602,51645,
1722044,633,31301,BB GAROTO SORTIDO 300G,52386,52786,52798,52841,52929
1740709,633,450362,LEITE CABRA,,,,,
1720809,633,79,BOV CHA DE DENTRO KG,46186,46188,46219,46260,
1720810,633,86,BOV CHA DE FORA KG,46186,46188,46221,46261,
1722152,633,33367,ESPONJA BANHO PONJITA,46386,46786,47027,,
1720811,633,93,BOV PATINHO KG,46186,46188,46451,46476,
1722153,633,33411,ESPONJA SCOTCH BRITE 3M,46386,46786,47027,,
1720812,633,109,BOV MAMINHA ALCATRA KG,46186,46188,46447,46472,
1722169,633,33725,PO PUDIM OETKER COCO 50G,52386,52986,53005,53127,
1722170,633,33732,PO PUDIM OETKER MORANGO 50G,52386,52986,53005,53127,
1722146,633,33220,PIRULITO FLORESTAL PATATI PATATA UN,,,,,
1722147,633,33251,AMAC R COMFORT CLASSIC AZUL 2L,45786,45986,46016,46065,46180
1722148,633,33275,SAB INF DOVE BABY 75G,46386,46586,46796,46823,
1722149,633,33299,SAB LUX SV BUQUE SONHOS 85G,46386,46786,47001,47152,
1722150,633,33312,SAB INF FOFO OLEO ALGODAO 90G,46386,46786,47001,47155,
1722151,633,33336,SAB INF FOFO OLEO AMENDOA 90G,46386,46786,47001,47155,
1722154,633,33428,ESPONJA MULT SCOTCH BRITE 3M 3UN,46386,46786,47027,,
1722155,633,33435,SAPOLIO RADIUM CREM TRAD 300ML,45786,46189,46205,46275,46344
1722156,633,33442,ENCART NIC EXTENSOR 1.5MT,47386,47387,47424,,
1722157,633,33497,PAINCO PACHA 500G,49586,49589,49600,49648,
1722158,633,33541,MARGARINA DORIANA LIGHT 500G,50586,50994,51014,51072,
1722159,633,33558,MARGARINA DORIANA 500G,50586,50994,51002,51097,
1722160,633,33565,PAD PAO DOCE REDONDO KG,53986,53989,,,
1722161,633,33572,EXT TOMATE 340G LT ELEFANTE,50986,51387,51390,51545,
1722162,633,33602,TT GUACHE ACRILEX VERMELHO 250ML,47386,47586,47990,48030,
1722163,633,33619,TT GUACHE ACRILEX TURQUERSA 250ML,47386,47586,47990,,
1722164,633,33640,FERMENTO PO OETKER 100G,52386,52787,52789,53035,
1722165,633,33671,PADARIA EMB BOLO BOPS CRISTAL N060,54788,54793,54799,54814,54853
1722166,633,33688,PAD PUDIM COCO KALU PEDACO KG,53986,53989,,,
1722167,633,33695,TT GUACHE ACRILEX VERDE 250ML,,,,,
1722168,633,33701,OLEO FARMAX UVA 100ML,46386,46387,46593,46615,
1720813,633,116,PEIXE POLACA DO ALASCA SALGADO KG,54186,54195,54206,54450,54479
1720814,633,130,BOV GARRAO KG,46186,46188,,,
1720815,633,147,BOV ACEM KG,46186,46188,46195,46252,
1720816,633,154,BOV FRALDINHA KG,46186,46188,46443,46468,
1720817,633,161,BOV MACA PEITO BOV KG,46186,46188,46446,46471,
1720818,633,178,BOV MUSCULO KG,46186,46188,46449,46474,
1720819,633,185,BOV FIGADO BOV KG,46186,46188,46440,46466,
1720820,633,192,BOV COSTELA KG,46186,46188,46425,46461,
1720821,633,208,LINGUICA TOSCANA RIVELLI KG,54186,54586,54590,54830,54861
1720822,633,222,PAD PAO MINEIRO KALU KG,53986,53989,,,
1720823,633,239,BOV ACEM MIOLO KG,46186,46188,46195,46252,
1720824,633,246,GALINHA CONGELADA TEMPERADA KG,46186,46388,,,
1720825,633,253,BV CARNE RETALHO KG,46186,46188,46457,46482,
1720826,633,260,LINGUICA MISTA DEFUMADA KG FP,54186,54586,54590,54827,54858
1720827,633,277,BOV CUPIM BOV KG,46186,46188,46425,46461,
1720828,633,284,SUI MIUDOS SUINO KG,46186,46390,46414,46509,
1720829,633,291,GUARNICAO CARNE ASSAD MACA PEITO KG,54186,54195,54388,,
1720830,633,307,BOV BISTECA KG,46186,46188,46207,46255,
1720831,633,314,SUI LOMBO KG,46186,46390,46410,46507,
1720832,633,321,SUI PERNIL TRASEIRO S OSSO BIFE KG,46186,46390,46424,46513,
1720833,633,338,SUI BISTECA SUINA KG,46186,46390,46398,46501,
1720834,633,345,SUI COSTELINHA SUINA KG,46186,46390,46404,46504,
1720835,633,352,SUI RABINHO DE PORCO KG,46186,46390,46427,46514,
1720836,633,369,SUI PE DE PORCO KG,46186,46390,46418,46511,
1720837,633,376,SUI TOUCINHO BARRIGA KG,46186,46390,46439,46518,
1720838,633,383,SUI TOUCINHO COMUM KG,46186,46390,46439,46518,
1720839,633,390,SUI SUA KG,46186,46390,46436,46517,
1720840,633,406,SUI BANHA PORCO KG,46186,46390,46394,46500,
1720841,633,413,PEIXE PIRAMUTABA FILE KG,54186,54195,54206,54444,54581
1720842,633,420,SUI PERNIL C OSSO TIPO BISTECA KG,46186,46390,46424,46513,
1720843,633,437,SUI PERNIL TRASEIRO S OSSO PC PD KG,46186,46390,46424,46513,
1720844,633,444,PEIXE FILE PANGA KG,54186,54195,54206,54348,54380
1720845,633,451,BOV CAPA CONTRA FILE KG,46186,46188,46210,46256,
1720846,633,468,GUARNICAO SOBRECOXA ASSADA KG,53986,54000,54079,,
1720847,633,475,HF CEBOLA MIUDA KG,53988,54192,54208,,
1720848,633,482,LINGUICA PAIO KG,54186,54586,54590,54828,54859
1720849,633,499,SUI CARNE SUINA FATIADA KG,46186,46390,46421,46512,
1720850,633,505,BOV CONTRA FILE APARO KG,46186,46188,46419,46459,
1720851,633,512,FRANGO RESFRIADO KG,46186,46388,46409,46491,
1720852,633,529,PADARIA SABONETEIRA LOBO INOX,54788,54793,54799,54814,54853
1720853,633,536,COXA SOBRECOXA FGO RESF KG,46186,46388,46426,,
1720854,633,543,BOV COSTELA TEMPERADA KG,46186,46188,46425,46461,
1720855,633,550,GUARNICAO CARNE ASSADA C FILE KG,46186,46390,46404,46504,
1720856,633,567,BOV ACEM PECA PD KG,46186,46188,46195,46252,
1720857,633,574,LANCHE KALU MINI CUP CAKE UN,53987,53996,54024,,
1720858,633,581,BOV MUSCULO PECA PC KG,46186,46188,46449,46474,
1720859,633,598,FRANGO CONGELADO KG,54186,54195,54388,54455,
1720860,633,604,PEITO CHESTER PERDIGAO DEF FAT KG,54186,54586,54587,54637,54732
1720861,633,611,HF MANGOSTIM KG,53988,54190,54295,,
1720862,633,628,PAD BRIOCHE DE CHOCOLATE KALU KG,53986,53989,54063,54125,
1722222,633,34661,CHA MATTE LEAO 100G,49786,50389,50395,50456,50527
1720916,633,1328,HF BATATA EXTRA KG,53988,54192,54198,,
1720917,633,1335,GUARNICAO TROPEIRO KALU KG,53986,54000,54056,,
1720918,633,1342,HF BATATA DOCE BCA KG,53988,54192,54198,,
1720919,633,1359,GUARNICAO FAROFA KG,53986,54000,54051,,
1720920,633,1366,HF ABOBORA ITALIANA KG,53988,54192,54231,,
1720921,633,1373,HF BERINJELA KG,53988,54192,54252,,
1720922,633,1380,HF BETERRABA KG,53988,54192,54255,,
1720923,633,1397,HF ERVILHA KG,53988,54194,54271,,
1720924,633,1403,HF INHAME KG,53988,54192,54228,,
1720925,633,1410,HF CEBOLA ROXA KG,53988,54192,54208,,
1720926,633,1427,HF CEBOLA EXTRA KG,53988,54192,54208,,
1720927,633,1434,HF CENOURA VERM EXTRA KG,53988,54192,54246,,
1720928,633,1441,HF CENOURA AMARELA KG,53988,54192,54246,,
1720929,633,1458,HF CHUCHU KG,53988,54192,54249,,
1720930,633,1465,HF COUVE FLOR 250G,53988,54194,54268,,
1720931,633,1472,HF JILO KG,53988,54192,54234,,
1720932,633,1489,HF MANDIOCA KG,53988,54190,54293,,
1720933,633,1496,HF ABOBORA MARIMBA KG,53988,54192,54231,,
1720934,633,1519,HF PIMENTAO VERDE KG,53988,54194,54216,,
1720935,633,1526,HF QUIABO KG,53988,54194,54209,,
1720936,633,1533,HF REPOLHO VERDE KG,53988,54194,54290,,
1720937,633,1540,HF PIMENTAO AMARELO VERMELHO KG,53988,54194,54286,,
1720938,633,1557,GUARNICAO CARNE ASSADA COSTELAO KG,46186,46188,46428,46462,
1720939,633,1564,HF TOMATE EXTRA T2 KG,,,,,
1720940,633,1571,HF TOMATE ANDREA KG,53988,54192,54215,,
1720941,633,1588,HF VAGEM KG,53988,54192,54267,,
1720942,633,1595,NOZES C CASCA KG,53988,53991,54043,54154,
1720943,633,1601,GUARNICAO LASANHA KG,53986,54000,54073,,
1720944,633,1618,HF ALHO ROXO EXTRA KG,53988,54194,54238,,
1721027,633,2813,CS LOMBO DEFUMADO KG,46186,46390,46410,46507,
1721028,633,2820,SUI INGREDIENTE FEIJOADA KG,46186,46390,46404,46504,
1721029,633,2837,PAD FARINHA PAO KALU KG,53986,53989,54081,54131,
1721030,633,2844,PAD FOCACIA KALU KG,53986,53989,,,
1721031,633,2851,AVE FRANGAO RIVELLI CONG KG,54186,54195,54388,54455,
1721032,633,2868,FILE PEITO FGO CONG KG,54186,54195,54388,54439,
1721033,633,2875,PRESUNTO PIF PAF FATIADO KG,54186,54586,54587,54643,54703
1721034,633,2882,PAD MOUSSE SABORES KALU KG,53986,53989,,,
1721035,633,2912,LANCHE ESPAGUET CHAPA FGO BCON 300G,53987,54004,,,
1721036,633,2929,HF BATATA MIUDA KG,,,,,
1721037,633,2943,HF MELANCIA INTEIRA KG,53988,54190,54230,,
1721038,633,2950,TORRADA LIDER ALHO KG,49786,50186,50213,,
1721039,633,2967,LANCHE KALU ENROL PRES E MUCA UN,53987,53999,54048,,
1721040,633,2974,PAD PAO BATATA PRES E MUSSARELA KG,53986,53989,,,
1721041,633,2981,PAD BOLO IOGURTE KALU KG,53986,53989,54049,54122,
1721042,633,3001,CB ALMONDEGA KG,46186,46188,46203,46254,
1721043,633,3025,QUEIJO MUSSARELA SUACUI LANCHE KG,50586,50587,50794,50888,
1721044,633,3032,PAD PAO DOCE FERRADURA KG,53986,53989,,,
1721045,633,3049,PAD PAO DOCE CREME COMPRID COCO KG,,,,,
1721046,633,3056,PAD PAO INTEGRAL KALU KG,,,,,
1721047,633,3063,PAD BOLINHO DE BACALHAU KG,53986,53989,54049,54122,
1721048,633,3070,SUPRIMENTO SACOLA PLASTICA MILHEIRO,54787,54792,54798,54813,54852
1721049,633,3087,HF BANANA DA TERRA KG,53988,54190,54197,,
1721050,633,3100,HF ALHO DESCASCADO KG,53988,54194,54238,,
1721051,633,3124,CS PICANHA TEMP SUINCO KG,46186,46390,46441,46519,
1721052,633,3148,LINGUICA TOSCANA PREMIADA KG,54186,54586,54590,54830,54861
1721053,633,3155,PAD PUDIM DE LEITE KALU KG,53986,53989,54086,54133,
1721054,633,3162,PEIXE FILE TILAPIA KG,54186,54195,54206,54462,54572
1721055,633,3179,PAD CIABATA KALU KG,53986,53989,54075,54129,
1721056,633,3193,BOV RABADA KG,46186,46188,46456,46481,
1721084,633,3612,PAD SALGADOS COXINHA FGO KG,,,,,
1721085,633,3629,PAD PAO HOT DOG KALU KG,53986,53989,,,
1721194,633,5210,HF PINHA KG,53988,54190,54307,,
1721364,633,8112,CS COSTELINHA EMB KG,,,,,
1721449,633,9751,HF ROMA KG,53988,54190,54309,,
1729406,633,294256,EQUIPAMENTO TELEFONE,54786,54791,54797,54812,54851
1741180,633,455084,EQUIPAMENTO PLACA,54786,54791,54797,54812,54851
1741439,633,457675,EQUIPAMENTO AIR FRY,54786,54791,54797,54812,54851
1741780,633,461108,EQUIPAMENTO MEIA LUA,,,,,
1745771,633,501354,HF CHUCHU T2 KG,53988,54192,54249,,
1745772,633,501361,HF JILO T2 KG,53988,54192,54234,,
1746029,633,353847,SUPRIMENTO RECIBO,,,,,
1720874,633,765,PAD SALG MINI KIBE KALU KG,53986,53989,,,
1720875,633,772,ASA FRANGO RESF KG,54186,54195,54388,,
1721237,633,5807,HF CAQUI KG,53988,54190,54224,,
1720802,633,0,MARINEX FACILITA 1L,49786,49787,49807,49885,49946
1720803,633,17,BOV FILE MIGNON KG,46186,46188,46442,46467,
1720805,633,31,BOV ALCATRA KG,46186,46188,46199,46253,
1720806,633,48,BOV CONTRA FILE KG,46186,46188,46419,46459,
1720807,633,55,BOV LAGARTO KG,46186,46188,46444,46469,
1720808,633,62,BOV MIOLO PA KG,46186,46188,46450,46475,
1720863,633,635,DORSO FRANGO RESFRIADO KG,46186,46388,46403,,
1720864,633,642,PAD BRIGADEIRO KALU KG,53986,53989,54059,54124,
1720865,633,659,AVE PERU SADIA CONG KG,54186,54195,54388,54473,
1720866,633,666,AVE CHESTER PERDIGAO KG,54186,54195,54388,54406,54518
1720867,633,673,QUEIJO PRATO COTOCHES KG,50586,50587,50792,50887,
1720868,633,680,PAD PAOZINHO NUTRITIVO KALU KG,53986,53989,,,
1720869,633,703,PAD SALG MINI EMPADA ASSADA KALU KG,53986,53989,,,
1720870,633,710,CB CUPIM TEMP KG,,,,,
1720871,633,734,PAD SALG MINI PASTEL MILHO KALU KG,53986,53989,,,
1720872,633,741,BOV DOBRADINHA BOV KG,46186,46188,46434,46464,
1720873,633,758,PAD SALG MINI MARAVILHA KALU KG,53986,53989,,,
1720876,633,789,BOV CARNE SOL KG,46186,46188,46215,46258,
1720877,633,802,PEITO PERU DEF PERDIGAO LIGHT KG,54186,54586,54587,54637,54732
1720878,633,826,SALSICHA RESFRIADA PIF PAF KG,54186,54586,54806,54810,54874
1720879,633,833,QUEIJO MINAS SERRO KG,50586,50587,50802,50856,
1720880,633,840,PAD SALG MINI PAST DE CARNE KALU KG,53986,53989,,,
1720881,633,857,SUI INGREDIENTE SUINO SALGADO KG,46186,46390,46404,46504,
1720882,633,864,LINGUICA SUINA PERNIL KG,54186,54586,54590,54829,54870
1720883,633,888,LINGUICA SALAMINHO KALU KG,54186,54586,54590,54627,54762
1720884,633,895,ESPETINHO CHURRASCO BOVINO KG,46186,46188,46437,46465,
1720885,633,901,FRUTAS CRISTALIZADAS KG,52386,53188,53195,53228,
1720886,633,918,SALSICHA RESFRIADA SADIA KG,54186,54586,54806,54810,54874
1720887,633,925,PRESUNTO SADIA FAT KG,54186,54586,54587,54643,54703
1720888,633,932,MORTADELA REZENDE BOLONHA KG,54186,54586,54587,54618,54755
1720889,633,956,ASA GALINHA RESFRIADA KG,46186,46388,46392,,
1720890,633,963,ESPETINHO CHURRASCO FGO PIF PAF KG,46186,46388,46435,,
1720892,633,987,APRESUNTADO PERDIGAO PC PD KG,54186,54586,54587,54608,54698
1720893,633,994,REQUEIJAO BARRA BELINHO KG,50586,50587,50806,50889,50967
1720894,633,1014,BOV ALCATRA RECORTE KG,46186,46188,46199,46253,
1720895,633,1021,AMEIXA SECA S CAROCO KG,52386,52387,52599,52624,52744
1720896,633,1038,QUEIJO PRATO COTOCHES FAT KG,50586,50587,50792,50887,
1720897,633,1045,LINGUICA TOSCANA SADIA KG,,,,,
1720898,633,1052,LINGUICA CALABRESA SADIA KG,54186,54586,54590,54639,54747
1720899,633,1069,MORTADELA CONFIANCA FAT KG,54186,54586,54587,54618,54755
1720900,633,1083,PEITO FRANGO RETALHO KG,,,,,
1720901,633,1090,S MINI CHICKEN FGO PERDIGAO KG,54186,54195,54591,54651,54737
1720902,633,1106,COXA PERU CONG KG,54186,54195,54388,,
1720903,633,1113,HF MAMAO PAPAYA BABY KG,53988,54190,54207,,
1720904,633,1120,BACON PALETA KG,54186,54586,54588,54609,54705
1720905,633,1144,QUEIJO MINAS FRESCO KG,50586,50587,50808,,
1720906,633,1151,QUEIJO ARAXA KG,50586,50587,50802,50856,
1720907,633,1168,PRESUNTO PERDIGAO FATIADO KG,54186,54586,54587,54643,54703
1720908,633,1182,UVA PASSAS KG,52386,52986,53001,53115,
1720909,633,1199,BOV FRALDINHA EMB KG,46186,46188,46443,46468,
1720910,633,1205,MORTADELA REZENDE PC PD KG,54186,54586,54587,54618,54755
1720911,633,1229,QUEIJO PROVOLONE KG,50586,50587,50790,50851,
1720912,633,1243,TIRINHA FGO REZENDE EMPANADA KG,54186,54195,54591,54651,54737
1720913,633,1250,QUEIJO COALHO FAZENDINHA KG,50586,50587,50811,50833,
1720914,633,1274,GUARNICAO LAGARTO MOLHO MADEIRA KG,53986,54000,54070,,
1720915,633,1281,PAD PRODUTO ECONOMICO 2 KALU KG,53986,53989,,,
1720945,633,1625,PRESUNTO SEARA FAT KG,54186,54586,54587,54643,54703
1720946,633,1632,PAD BOLO MANDIOCA CEMOSO KG,,,,,
1720947,633,1649,GUARNICAO ARROZ COLORIDO KG,53986,54000,54032,,
1720948,633,1656,DAMASCO TURCO KG,52386,53188,53192,53227,
1720949,633,1670,DOCE COCADA CREMOSA KG,52386,52387,52596,52637,52741
1720950,633,1687,HF AMEIXA IMPORTADA KG,53988,54190,54266,,
1720951,633,1694,QUEIJO MINAS FRESCAL CACIQUE KG,50586,50587,50807,50858,
1720952,633,1700,DOCE FIGO CALDA KG,52386,52387,52595,52620,52752
1720953,633,1717,HF ABACATE KG,53988,54190,54257,,
1720954,633,1748,HF BANANA CATURRA KG,53988,54190,54197,,
1720955,633,1755,HF BANANA PRATA KG,53988,54190,54197,,
1720956,633,1762,HF BANANA MACA KG,53988,54190,54197,,
1720957,633,1779,CIDRA CRISTALIZADA KG,52386,52387,52807,52820,
1720958,633,1786,SUI LOMBO DEFUMADO FAT KG,46186,46390,46410,46507,
1720959,633,1793,HF COCO SECO KG,53988,54190,54285,,
1720960,633,1809,HF KIWI KG,53988,54190,54233,,
1720961,633,1816,HF GOIABA VERMELHA KG,53988,54190,54219,,
1720962,633,1830,HF LARANJA PERA RIO KG,53988,54190,54236,,
1720963,633,1847,HF LIMAO TAITI KG,53988,54190,54239,,
1720964,633,1854,HF MAMAO HAVAI KG,53988,54190,54207,,
1720965,633,1861,HF MACA GALA GRANEL KG,53988,54190,54214,,
1720966,633,1878,HF MACA IMPORTADA KG,53988,54190,54214,,
1720967,633,1885,HF MACA GALA NACIONAL KG,53988,54190,54214,,
1720968,633,1892,HF MANGA TOMY KG,53988,54190,54242,,
1720969,633,1908,PAD PAO BATATA SALSISHA KG,53986,53989,,,
1720970,633,1915,HF MARACUJA AZEDO KG,53988,54190,54297,,
1720971,633,1922,GUARNICAO FEIJOADA KG,53986,54000,54051,,
1720972,633,1939,HF MELAO AMARELO KG,53988,54190,54300,,
1720973,633,1946,HF LARANJA SERRA DAGUA KG,53988,54190,54236,,
1720974,633,1953,HF MEXERICA PONKAN EXTRA KG,53988,54190,54301,,
1720975,633,1960,BISC AMANTEIGADO BAMBOLE KG,52386,53189,53589,53632,
1720976,633,1977,HF NECTARINA IMPORTADA KG,53988,54190,54303,,
1720977,633,1984,HF PERA ARGENTINA KG,53988,54190,54305,,
1720978,633,1991,HF PESSEGO NACIONAL KG,53988,54190,54306,,
1720979,633,2004,HF COCO VERDE UN,53988,54190,54287,,
1720980,633,2011,HF UVA ITALIA KG,53988,54190,54254,,
1720981,633,2028,HF UVA ROSADA KG,53988,54190,54254,,
1720982,633,2035,HF UVA RUBI KG,53988,54190,54254,,
1720983,633,2042,LINGUICA CASEIRA DEFUMADA KALU KG,46186,46389,46393,46499,
1720984,633,2059,PAD BOLO LARANJA KALU KG,53986,53989,54049,54122,
1720985,633,2066,HF MACA FUJI KG,53988,54190,54214,,
1720986,633,2073,HF MAMAO FORMOSA KG,53988,54190,54207,,
1720987,633,2080,QUEIJO NAPOLITANO KG,50586,50587,50814,50836,
1720988,633,2097,HF CENOURA VERMELHA T2 KG,,,,,
1720989,633,2110,PEIXE MERLUZA FILE ARGENTINO KG,54186,54195,54206,54347,54379
1720990,633,2127,PEIXE PIRAMUTABA COM PELE KG,54186,54195,54206,54444,54581
1720991,633,2134,PAD TORTA FOLHADA KALU KG,53986,53989,,,
1720992,633,2141,LINGUICA MISTA NAT KG,54186,54586,54590,54627,54762
1720993,633,2172,LINGUICA FRANGO RESF RIVELLI KG,,,,,
1720994,633,2189,TABUA FRIOS FP KG,47386,47986,48410,48536,
1720995,633,2202,FILE PEITO FGO RESFRIADO KG,46186,46388,46407,,
1720996,633,2219,MORTADELA CIACARNE DEF FAT KG,54186,54586,54587,54618,54755
1720997,633,2301,PAD DOCE COCADA BRANCA KALU KG,53986,53989,,,
